Review	Label
현재 만족해요	16
친절	1
만족합니다	16
상담원이 친절하고 빠르게 잘 알려 줍니다[SEP]상담 직원에게 감사합니다	1
친절하고 신속하게 처리해 줬다	1
퉁명스런 말투는 불쾌하게 했습니다	1
홈페이지 앱 넘 짜증납니다[SEP]즉시 결제도 바로 안되고 불편 해요 상담원도 바로 연결이 잘 안 됩니다[SEP]직장인들은 쉬는 시간 짬 내서 전화하는데 연결시간 넘지 연되니 힘드네요	2
매우 친절하게 상담 감사함	1
상담원은 친절했습니다	1
늘 인상적입니다	16
친절해 주셔 감사합니다	1
응답하고 후에 확인 하니 처리가 안돼 있을 때 마음이 좀 좋지 않았다	1
아주 잘하고 있습니다	16
늘 감사 드립니다	16
친절 하다고 말하고 싶다	1
삼성은 대부분 분야에서 고객에 대한 서비스가 좋다고[SEP]느껴졌다	15
활 부 도 항공 마일리지 헤 택 삼성이면 차별 있어야 된다고 바요 보험도 전자제품도 평생 삼성인데	3
디지털 ARS 연결되면 원하는 업무 해당 칸에 바로 상담원 연결 없어서 겁 나 불편했네요[SEP]3번 연결 만에 하단에 있는 거 보고 건건 히 연결했습니다[SEP]불편해요	9
안심쇼핑 같은 것 내용 잘 모르는 사람들에게 사기에 준하는 가입시켜 돈 갈취하지 말기 바람 악질 수준 임 대기업이 이러면 안되지요	8
우수고객이 아니라 그런지 연회비가 비싸다고[SEP]느낌	6
통화 연결이 시간이 많이 걸 임	2
친절했구먼요	1
통화 대기 12분	2
삼성카드 가입시 안내 받은 내용 중 같은 회사카드 2 종 발급 시 연회비 할인 안내를 기억하고 있어서 그렇게 되어 있지 않길래 힘들게 전화를 했는데 그런 건 없다고[SEP]딱 잘라 말하니 내가들은 건 유령한테 들었나[SEP]하는 생각이 들었네요[SEP]한번 정도는 지점에 학인을 해본다 던지 사실 확인하는 게 먼저 아닌지 또 잘못 들 었데도 잘 설명을 해 줘야지[SEP]짧고 명 확 답변에 기분이 썩 좋지 않았네요	1
매우 친절하게 상담해 읍 니다	1
예전보다 상냥함이 없어 전화하기가 미안한 생각이 듣니[SEP]다	1
통화 가 빨라 슴 합니다	2
연회비 넘 비싸다	6
친절하게 해 주셔서 감사합니다	1
질의했던 내용은 간단한 카드 결제 취소 건이지만 금액을 지급한 후 두 달쯤 지나서 업체 측에서 본인들 사정에 의해서 취소한 것으로 어떻게 처리되어 가는지 알고자 했던 것입니다[SEP]카드 명세서 전자에 취소 내역이 표기가 되었으나 상세하게 카드 취소 처리 완료되었는지 어디로 지급이 완료 등 처리 내역이 적시 되었으면 하는 바램입니다[SEP]이렇게 해매지도 않을 것이라 생각이 듭니다	5
기다리는 대기 시간이 타 카드사에 비해 짧아서 만족	2
친절하게 상담해 주셔서 감사합니다	1
연회비 면제임에도 불구하고 청구가 되 서 상담원 연결하니까 그제서야 연회비 면제 라네요 헉	6
사전지식부족 문의사항에 대해 답변도 잘못 주시고 해결할려고 노력도하지 않고 이유도 설명해 주지 않	1
친절 감사합니다	1
매우 만족	16
친절한 상담 감사합니다	1
신속하고 친절하게 해 주셔서 감사합니다	1
전화 대기 시간이 길어서 답답하다	2
현금서비스 카드론 받으라 고 너무 자주 전화와요 거의 2일에 한번 꼴인 거 같은데 기분 탓인지 뭔지 암튼 적당히 오 믄 좋겠어요	13
고객을 한심하게 대하는 듯한 뉘앙스는 자제 부탁드립니다	1
상담이 친절했다	1
연결시간이 오래 걸리는 것 빼고는 없어요	2
대기 시간이 넘길 어용	2
전화를 걸면 보이는 ARS로 바로 연결되는데 너무 불편 해요 원하는 걸 찾아서 상담원과 연결이 되어야 하는데 그렇지 않고 앱이랑 똑같은 화면만 나오니까 불편 해요 음성 ARS와 보이는 ARS 중 골라서 통화할 수 있게 해 주세요	9
상담 사님 친절에 감사 드립니다	1
친절하게 답변에 감사하다	1
통화 연결시 까지 기다리는 시간이 길다	2
친절한 상담 설명 감사해요	1
매우 친절하셨습니다[SEP]감사합니다	1
화면을 터 치하라고 할 때 잘 적용이 안 돼는 때가 있어 다소 당황스러울 때가 있었어요	9
상담 사랑통화가 빠르게 되었으면 합니다	2
4번 5번 선택할 게 없는데 억지로 선택해야 하는군요	0
친절 신속처리 감사	1
디지털 ARS가 직관적이지 않습니다	9
짧은 통화 연결 대기 시간	2
디지털 ARS로 문의 하자니 어렵습니다[SEP]상담원 연결을 어떻게 해야 하는 줄 몰라서 여러 번 실패하다 겨우 찾았습니다[SEP]전 50대인데 저보다 연세가 많으시거나 기기를 잘 모르시는 분들에게는 어렵겠습니다[SEP]무조건 디지털로 넘어갈게[SEP]아니라 좀 오래 기다려도 이전처럼 버튼 식으로 선택해서 상당 받는 방법도 병행하면 좋겼습니다 여러 번 실패하며 짜증이 나서 그런지 상당 사에게 좋은 말투로 하는 게 더 어렵습니다	9
친절하게 신속하게 정확하게 처리해 주었습니다	1
매우 잘하구 있어요	16
기다리는 시간이 적어서 크게 불편함을 느끼지 않고 있습니다	2
앱 좀 잘 만들어야 할듯혜탣에 의한 실적 제외 금액 같은 것 좀 표시 좀	9
항상 고마워요[SEP]그리고 오 번 체크할 게 없는데 하라 그래서 맨 마지막 꺼 대충 한 거에요	0
상담 사가 문의 내용을 제대로 파악을 못함 확인 후 안내 해 준다고 하는 건 있을 수 있음 그러나 그 안내가 실제와 다르거나 잘못된 안내를 해 줌 말하는 중간 중간 자꾸 말을 끊고 상담 사 본인 할 말만 함	1
상담 직원의 친절한 응대 고맙습니다	1
친절한 안내입니다	1
상담 직원 바로 연결 좋겠습니다[SEP]멘트 모바일 연결 매우 불편함	9
포인트를 더 주면 감사하겠습니다	3
오늘은 상담이 좀 답답한 응대였습니다	1
앱에도 자동 납부신청 중인 내역을 확인가능하게 해 주셨음 좋겠구요[SEP]월 벌 표로 사용 결제 내역을 한눈에 볼 수 있었음 좋겠네요	9
상담원과 연결이 어렵씀니다	2
친절하게 답변해 주셔서 감사합니다	1
삼성카드 서비스나 다시 점검해요	15
현재 잘하고 있어요	16
전화 연결이 빨리 됐으면 아무런 문제가 없는데 연결하기까지 멘트가 복잡함 바쁘고 빨리 알고 싶을 때는 숨넘어가겠어요[SEP]암튼 고생들 하시는 거 아니까요 늘 감사해요	9
보이지 않는 목소리를 상대해 힘든 직업이라 생각합니다[SEP]교과서 읽어 가듯 틀에 박힌 멘트들보다 상대적인 반응에 충실했으면 좋겠습니다	1
무이자 할부가 안되는 게 아쉽습니다	3
상담 사 연결시 많은 기 다림으로 짜증이 나는데 빠른 연결이 도 었으면 좋겠습니다	2
친절한 답변에 감사합니다[SEP]없음	1
상담원이 친절했서 감사합니다	1
항상 연결이 좀 시간이 길어요	2
이제까지 사용함에 큰 불편은 없었으나 이벤트행사 즉 물품 구입시 할인해 주는 행사를 놓지는 경우가 있으니 사전 안내를 해 주면 대단히 감사하겠습니다	3
말하는 속도만 조금 줄여도 감사하겠읍니다	1
삼성은 역시 세계 제일 회사 그 릅 이다	15
너무 친절하셔서 감사합니다	1
자주 전화 해서 불편했다	13
친절하고 신속하게 처리해 줘서 감사했습니다	1
지금 매우 만족 중입니다	16
좋은 카드입니다	15
무이자 할부 확대	3
친절에 감사 드림니다	1
친절하셨습니다	1
매우 친절하게 상담 만족	1
삼성카드 사가 최고 입니다[SEP]고객 의견을 항상 수렴해 주어서 역시 삼성카드 입니다	15
연결 되기까지 시간이 너무 걸려요	2
친절합니다[SEP]6	1
친절해서 좋음	1
현재 만족 합니다	16
통화 대기 시간이 너무 길다	2
음 현재상태 만족합니다	16
타 카드사보다 훨씬 만족스러워 카드 자체 이용도가 높아 질 듯	15
좋아요[SEP]감사해요	16
연회비 면제 해 주니 부담 없이 사용 할 수 있어서 만 적 합니다	6
상담 대기 시간 길어요	2
OOO 상담 사님 너무 친절하시네요	1
형식적인 응대	1
전반적인 서비스 만족합니다	16
디지털 ars 서비스에서 상담 직원 연결하기까지 불필요한 단계가 너무 많음	9
전반적 만족입니다	16
지금도 만족스러워요	16
전화 기다리는 시간이 긴 편임	2
저는 제가 궁금해하는 질문사항에 돈이 얼마인지 궁금한 것이 아니라 개념에 대해서 궁금한 것인데 리빙율 등의 개념의 정확한 설명을 쉽게 해 줬으면 좋겠음	1
항상 친절하게 안내해 주셔서 감사합니다	1
의견을 말해도 들어주는 것 하나 없는 삼성카드입니다[SEP]제가 지금 시점에서 회원 탈퇴 하고 싶은 생각이 드네요	15
너무 친절하세요	1
친절하게 해 주셔서 감사합니다	1
친절하게 응대해 주셔서 감사했어요	1
친절한 안내에 감사 드립니다	1
연결 시간 대기 넘 길다	2
4 5번 질문은 해당되는 것이 없는데 억지 질문 같네요	1
할부금액 1 회분을 앱을 통해서도 미리 확인 할 수 있게 해 주세요	9
ARS 지동 응답 불필요한 안내 축소 상담 직원과 빠른 연결을 원합니다[SEP]추석 연휴 잘 보내세요	2
항상 친절하게 잘 응대해 주셔서 감사합니다	1
두 번이나 같은 내용으로 상담을 했지만 각각 다른 상담원 제대로 처리가 되지 않음	1
친절한 상담 감사 드려요	1
연회비해 택 면제 경우 문 자로도 보내주셨으면 좋게 습니다	6
친절 신속	1
포인트 혜택이 많으면 좋을 것 같아요	3
문제해결에 대한 적극적 태도를 보이지 않음 원칙적인 얘기만 고수함	1
상담 전 디지털 연결에서 내가 선택하려는 목록이 쉽게 적용하기가 어려움	9
디지털 ARS 가 생소해서 당황했습니다[SEP]이용방법을 화면에 먼저 띄워 주세요	9
늘 친절하셔서 감사합니다	1
친절하게 응대해 주십니다	1
상담원 연결까지 시간 길다 없음	2
홈페지를 좀더 고객의 입장에서 각 카드에 관해 여 알려 주면 좋을 것 같습니다	9
항상 수고 많으세요	16
전문성을 가졌으면 한다	1
대기 시간을 줄여 주세요	2
요청 사항에 대한 답변을 좀더 신속하게 대응해 주길 희망합니다	1
긴급 재난 지원금 지역변경에 대한 질문 드리고자 연락 드렸습니다[SEP]아직은 정확한 지침이 내려오지 않았다 라는 답변 들었구요[SEP]낼부터 가능 하다라고 하는데 오늘두 잘 모른다니[SEP]의아하네요[SEP]암튼 낼 다시 연락 드려 봐야겠어요	8
디지털서비스로 변경되어 ARS 연결하기까지 많은 에너지가 소비됨으로 디지털 화면에 ARS 화면이 바로 잘 보일 수 있도록 했으면 좋겠음	9
친절과 공손한 말씨	1
언제냐[SEP]감사합니다[SEP]친절하게 해 주신 것 깊은 감사	1
보이는 화면으로 넘어가게 하는 거 불편해요	9
5번 4번 문항에 전혀 불편하거나 개선할 점이 없는데도 답변선택을 해서 넘어가야 하니 불편하네요	1
디지털 ARS로 넘어가는 것 싫어요[SEP]음 성 ARS로 가는 건 어른들도 못 찾을 듯	9
회원이면 연회비를 무료로 해 주시면 좋을 것 같습니다	6
대기 시간 단축을 원합니다[SEP]가끔 불만족한 상담 사가 잇 긴해도 비교적 양호합니다만 타사보다	2
다른 사보다 상담원 연결이 빨랐어요	2
화면 보는 ARS를 해보지 않아 몇 번 씩 헤매고 연결했네요[SEP]상담 윈 상담 표시를 좀 크게 표 시해 주세 여 연세 많으신 분들은 찾지도 못합니다	9
수고들 하세요	16
상담 사 분들을 위해 착용되는 마스크로 인해 정확한 내용전달이 어려운 만큼 말씀 속도를 조금만 천천히 해 주시면 좋을 것 같습니다	1
상담 사께서 친절하게 응대해 주셔서 넘 감사하네요	1
카드 지로 영수증 좀빠 리보네 주세요 24 일 날이 해결해야 하는 되 아직도 못 받네요[SEP]9월 달 지로 영수증 빨리 보네[SEP]주세요 정 재헌것 재건 10일 날입니다	6
상담원님이 너무 친절하시네요[SEP]감사합니다	1
친절도 조사를 하지 않았으면 좋겠다	1
친절하게 잘 처리했습니다[SEP]감사합니다	1
전문적이지 못하자	1
너무 친절하셔서 기분이 좋았습니다[SEP]감사합니다	1
삼성카드는 대기 시간 거의 없이 바로 상담원 연결이 되네요[SEP]빨리 상담 원 연결이 되어 너무 좋았습니다	2
상담 감사하게 잘 받았어요	1
전화 걸고 기다리는 상 당원 대기 시간이 신속하지 않음	2
만족스러운	16
개명으로 이름변경하고 카드 재발급신청을 앱 홈페이지에서 가능했음 좋겠어요	9
삼성카드 앱에서 분실 정지에 대해 찾지 못해서 전화로 상담하였음 분실과 정지는 중요한 업무이므로 앱에서 찾기 쉬운 곳에 보이게끔 해 주었으면 좋겠다	9
친절한 설명에 감사 드립니다	1
통화 연결시간 단축	2
늘 수고가 많으십니[SEP]다 감사합니다	16
너무 친절하십다	1
지금 대만족	16
ARS 사용시 상담원 연결 안내가 빠르게 되지 않아 혼돈이 됩니다[SEP]상담원 연결 안내를 앞부분에 해 주세요	9
친절한 상담 너무 감사합니다	1
없당[SEP]친절	1
요청한 재난 지원금 사용처를 아직 까지 받아 보지 못 했습니다[SEP]고객 요청사항을 빨리 처리하였으면 합니다	1
형식적이 아니고 자기 일처럼 자세하게 설명해 주면 좋겠습니다	1
친절한 안내와 상담 감사 드립니다	1
조용하고 친절	1
상담 사 상담 친절하십니[SEP]다 감사합니다	1
문의하는 내용을 정확하게 인지하고 확실한 딥이 필요함	1
대기 시간 없이 빠른 연결이 너무 좋습니다	2
욕한 바가지도 모자른 데 뭘 더 바라는지	16
상담원이 가장 웃음 목소리를 내면서 상담 받을 때 화가 났습니다	1
국민카드 VlP는 포인트 마이 리지 적용 다양 히	16
친절하십시다	1
상담내용 질문 한도 상향 가능 문자를 받았는데 한도 상향시 신용등급에 영향이 있느냐[SEP]답 변 우리는 신용평가 회사가 아니라 신용등급에 영향이 있는지 없는지는 알 수 없다 다시 질문 한도 상향 자체가 신용등급에 영향을 미치는지 궁금하다 답변 알 수 없다 통화 후 네이버 지식인을 통해 초딩의 답변으로 알게 됐다 카드사 내부 심사로 인한 카드 상향은 신용등급에 영향을 미치지 않는 다는 것을	1
코로나로 인해 대기 시간이 너무 깁니다[SEP]대기 시간을 기다리다 통화 연결이 안된 채 끊어야 하는 경우가 너무 잦아요	2
SK 테 레 콤도 노인 배려로 차분하고 이해 돕기에 최선을 다 하고 있어요	16
너무 친절하게 되어 주셔서 감사할 쁜입니다	1
간단하게 설명 원해요 못 알아들어 탈이지만	1
상담해 주신 분 매우 친절	1
상담할 때 또박또박 천천히 말을 하면 좋겠습니다	1
연결이 빨라 좋아 습니다	2
친절하였습니다	1
최고 만족한다	16
상담원이 상냥하게 대화를 이끌어 주어 쓰면 합니다	1
친절하게 가르쳐 주어서요	1
대기 시간이 너무 길어요	2
ARS 안내 항목이 너무 많아요	9
앱에서 상담원 바로 가기 해 주세요	9
친절하게 응대해 주셔서 감사 드립니다	1
신속히 처리 요망 없음	1
ARS 처리업무가 너무 복잡함	9
통화하기가 어렵습니다	2
이런 조사를 하는 거 자체가 당신 네 회사에 마이너스 다 직원이 있어야 회사가 있지 직원들이 무슨 종이냐[SEP]회사가 종처럼 부려먹게 쪽팔린 줄 알아라[SEP]이 의견은 이사회까지 보고 하기 바란다	1
친절 응대에 감사할 뿐입니다	1
상담원과의 통화 때 대기 시간이 길지 않으면 좋을 것 같습니다	2
친절하게 잘하고 있습니다	1
너무너무 친절감사합니다	1
친절하게 상담해 주셔서 감사합니다	1
고객입장에서 잘 듣고 요점만 정확하게 답변했으면 좋겠습니다	1
매우 만족하고 있습니다[SEP]걍 대기업이 아니네요	15
대기 시간이 짧다	2
전화 연결 신속	2
홈페이지에서 개인정보변경 시 이메일 주소 중복 확인이 매우 까다롭고 진행이 안되어 매우 불편하여 포기하게 됨	9
가상계좌 발급이 불편합니다[SEP]앱에서 잘 안 됩니다	9
다른 카드사보다 웹 사이트가 사용하기가 너무 불편하다 단순하면서 간결하게 만들었으면 좋겠다	9
매우 만족하고 있어요	16
친절하게 잘 설명해 주셔서 감사합니다	1
결제대금 납부 요청 발송 시 카드대금 금액과 가상계좌번호 함께 보내주시면 전화 걸어서 요청하지 않아도 가상 계좌로 금액이 얼마인지 보내주시면 카드대금 가상계좌로 입금해 주면 좋을 듯 싶네요	6
사무적이고 형식적인 질문 답변 하시네요	1
통화 연결은 상담 사랑 통화하고 싶기 때문에 전화를 한 건데 디지털 ars 터 치하라고 시간 끄는 게 불편하다	9
OOO 상담원님 코로나 감염 조 힘하세요	16
항상 감사 드림니다	16
친절한 상담 감사 드립니다	1
디지털 ars가 없음 음 좋겠음	9
연회비가 많음	6
니들만 개 엿같이 상담 전화 안받나[SEP]씨 발 념 놈 들아 딴 곳은 상담원이 바로 받는데 니들은 뭐 누르는 곳만 많어	9
친절하게 상담해 주셔서 감사합니다	1
ARS 멘트 초반에 상담 사 연결이 있었으면 좋겠어요[SEP]상담 사 연결까지 몇 단계를 걸쳐야 해서	9
모바일 앱 경우 결제일 하루 연체에도 해당 월 결제금액을 볼 수 없다 이점은 개선 되었어 면 한다	9
친절하셔서 좋았습니다[SEP]감사해요	1
개인사용 한도에 회비 을 평생 펀 제을부 탁 건의 합니다	6
없음 상담원 카드 기본서비스 숙지 응대 절 실 필요 기본이 가장 기본이 되야 추기서비스가 가능하지 않을까요	1
상담시간이 길고 직원들 교육 필요함	1
말을 좀 자주 더듬고 좀 답답해요	1
상 당원까지 기다려야 하는 경우 다소 불편함이 있으나 한도 사 향 잘 올려 쥬 셔서 감사합니다[SEP]한도 상향	2
화면으로 하는 거 불편 해요 자동으로 넘어가지 않고 기존대로 할 건지 선택 가능 했으면 좋겠습니다	9
친절하게 상담해 주셨습니다	1
친절하여 만족합니다	1
대체로 모두 만족합니다	16
친절함 감사합니다	1
친절한 상담 매우 만족합니다	1
기다리는 시간이 짧아졌음 좋겠다	2
친절한 상담 감사 합니다	1
고객한테 짜증 내는 게 느껴 짐 뭐하자는 건지	1
너무 친절하셔서 감사했습니다	1
삼성카드는 타카드 사보다 연결시간이 짧아서 좋아요	2
묻는 질문에만 간단하게 대답하고 자세한 설명은 없는 편이었다	1
없습니다[SEP]상당히 만족합니다	16
타사와 달리 모바일 편리하게 확인 가능한 점 좋아요	9
지금도 만족	16
친절한 상담원 감사합니다	1
친절했던 것	1
홈페이지가 다른 카드사에 비해 어렵다 한눈에 잘 안 들어온다	9
대부분은 그렇지 않은데 오늘 직원은 결제 처리됐다는 안내만 하고 바로 끊으려고 했습니다[SEP]보통은 고객의 말을 기다리거나 더 궁금한 점은 없냐고 안내를 하기 마련인데 물어볼 말이 있어서 급하게 물어보게 되었습니다[SEP]앞으로는 이 점 시정해 주길 바랍니다	1
OOO 상담 사 친절하고 상냥하네요	1
항상 친절하게 상담해 주어 고맙습니다	1
항상 인상적인 서비스 감사합니다	16
상담원과 연결시간이 너무 길다	2
홈페이지 앱 ARS 이용 하출 모르는 사람이 제법 있을 거라[SEP]생각이 듭니다[SEP]상담원을 늘릴 수는 없는 건지요	9
년 회비가 너무 비싸다구요	6
연결까지 오래 걸려요	2
친절하게 잘 상담해 주셔서 신속하게 잘 처리되었습니다[SEP]감사합니다	1
친절하고 신속한 응대 감사 드립니다	1
말이 조금 빠른 것 같았습니다	1
통화 연결이 어 넙다	2
통화 연결이 어려워요	2
국민카드 친절하고 서비스 최고입니다[SEP]삼성카드도 못지않구요	16
홈페이지의 내용이 사용하기에 너무 불편하다	9
친절한 설명 감사 드립니다	1
상담을 친절하게 해 주셔서 감사합니다	1
매우 만족 합니다	16
상담원 친절하게 해 줘서 만족합니다	1
친절하고 신속한 상담이었습니다	1
ARS 이용 시 안내 하는 내용이 너무 길어서 끝까지 듣는 것이 힘들다 상담원과의 통화하고 싶어서 하는 전화인데 다른 안내 말이 너무 많고 길어서 힘들어요	9
상담원과 연결이 좀 쉬워 저으면 합니다	2
친절하게 답변해 주셔서 감사합니다	1
디지털 ARS 너무 사용하기 불편함 만드신 분은 타사 운영 좀 참고 하시고 생각해 보시 길 바람나라에서 만들어도 이보다는 잘 만들 듯	9
좋다 친절	1
기다리는 시간이 짧아서 좋았 슴	2
상담원 대기 시간이 길어서 불편	2
통화하기가 너 넘 힘들다	2
상담원과 통화통화 연결시간이 너무 오래 걸립니다	2
힘드신 건 알겠지만 너무 형식적이고 응대가 귀찮은 듯 함	1
사에 비해서 상담원 연결이 매우 빠름 대기 시간도 짧았음	2
상담 전화 연결이 신속하게 되 서 좋아요	2
기다리는 시간을 다축시켜 주세요	2
부가세신고 시기에 맞게 바로 한번에 연결 메뉴가 있어 너무 편했습니다[SEP]아이디어 낸 직원 꼭 포 상해 주세요 삼성카드 더 많이 애용하겠습니다[SEP]설 문 5번 항목은 어쩔 수 없어서 1번 체크했습니다	1
상담원 연결이 빨리 이루어지길 바람	2
상담원님이 너무 친절하시네요	1
고객의 묻는 말에 적절하고 지식이 풍부했으면 한다	1
물어보는 핵심을 파악하여 거기에 대 햐 답변이 필요로 함 묻지도 않은 답변은 하지 않았으면 합니다	1
항상 밝고 친절하게 상담해 주셔서 감사합니다	1
친절한 상담	1
친절한 상담 감사 드려요	1
씨 친절하고 이뻐용	1
ARS가 너무 길어요	9
OOO 님 빠르고 친절한 상담 감사합니다	1
친절한 설명 감사했어요	1
오늘은 만족 합니다	16
만족입니다	16
항상 친절한 상담으로 감사 드립니다	1
또 박 또 박 친절했습니다	1
매우 만족합니다	16
친절한 상담 감사해요	1
최소 결재를 문의가 들어오면 친절하게 긍정적으로 답변하고 해당되는 것 들을 적극적이고 신속하게 업무처리해 주세요 튱 명스럽고 형식적인 언행 말투 노인 분들은 직접해결해 주세요	1
친절하게 응대함에 감사합니다	1
OOO 상담 사님 감사합니다	16
처음으로 스마트 폰 서어비스로 접해 보았는데요 편리하고 좋았습니다	9
연결 시까지 시간이 다른 회사보다 많이 걸림 절차 까다로움 타회사 신속 번거롭지 않음	2
주말 상담원 연결 서비스 너무 좋습니다	2
삼성카드 앱으로 카드 해지가 가능하도록	9
연결하는 대기 시간 너무 길다	2
목소리가 상냥하셨으면 합니다[SEP]너무 무 둑 둑하니 더 질문할 것도 못하겠습니다	1
카드 대금 청구서를 우편으로 보내주셨으면 좋겠습니다	6
대기 시간이 너무 길어요	2
상담 직원 분들이 항상 친절하셔서 늘 감사 드립니다	1
대기 시간과 상담 사 연결까지 과정이 타사보다 열 번 복잡해요	2
통화시 ars 화면으로 넘어가지 않고 그냥 일반적으로 상담원과 바로 통화 되면 좋겠다	9
늘 친절하게 응대해 주셔서 감사합니다	1
너무 친절 하다구 욧	1
좀 앱이 불편함	9
상담원을 늘려 주세요	2
개인이 원하는 서비스까지 연결하기까지의 ARS 내용이 너무 많음 핵심만 내용만 줄여서 ARS 자동 연결으로 변경 요망 불 필요한 ARS 자동 설명이 너무 많음이 해하기 어려움	9
친절 처리 만족	1
항상 친절해서 감사요	1
친절 하세요 감사합니다	1
만족하니 별 기재할 내용 없음	16
친절하게 설명해 주셔서 너무 감사합니다	1
ARS 1588 8700번을 이용 시 나의 필요한 항목은 없으며 안내 상담원 연결은 되지 않으니 많은 불편함이 있음	9
성의 없고 귀찮아서 하는 듯 잘 안 들린다고 하고 짜증 내고 끝인사만 제대로 함 목소리 또한 퉁 한목소리 아침부터 궁금해서 전화했는데 상당히 기분 나쁘다 묻는 사람이 궁금한 게 뭔지 물어보지도 않고 통상적인 대답하고 빨리 끊으려고 하는 듯	1
친절한 상담 감사 합니다	1
대기할 때 연결 시간	2
친절 하다 친절하다	1
앱에서 즉시 결제를 좀더 간편하게 만들어 주세요 건 당 결제도요 인출된 금액은 자동으로 없어 졌으면 좋겠어요[SEP]인출된 금액이 계속 떠 있어서 덜 쓰게 되요	9
대기 시간이 타사보다 적고 상담원 연결방법이 쉬움	2
늘 수고 많습니다	16
앱도 보기 편하고 항상 대기 시간도 짧아 통화 연결이 편함 다른 카드사로 못 옮기겠음 지금까지 매우 만족입니다	2
서비스 만족	16
친절 응대 감사	1
항상 친절한 응대에 감사 드립니다	1
상담 사 연결까지 오래 걸리고 디지털상담 문자를 클릭하라는 데 문자 전송이 안 되 서 무작정 기다리니 음성 연결이 되었음	9
기다리는 시간이 길어요	2
상담 사님 따뜻하고 친절한 설명 감사 드립니다	1
타회사카드는 더 친절하다	16
좀더 친절하게 응대 해 주었으면 좋겠네요	1
타사 카드 상담원은 다 친절했음	16
고객센터 직원 전화 연결 어렵다 디지털 머라 나오고 직원 연결 찾기 무지 어렵다 세 번 만에 성공 나이 들수록 더 힘들 거 같음	9
카드 분실된 지 1 분만에 카드를 통해서 연락 받아 바로 찾았어요[SEP]잃어버린 지도 몰랐는데 감사합니다	5
너무 친절하게 응대해 주셔서 기분이 좋았어요[SEP]감사합니다	1
무이자 할부 혜택이 변경되었으면 변경된 개월수 안내 문자를 주시면 고맙겠습니다[SEP]6월에는 6개월이 되었는데 7월에 안되는 줄 모르고 사용함	3
고객센터 대표전화 하닌 깐 화면에 상담원 전화 연결 ars 찾는데 시간 걸렸어요[SEP]너무 불편 해요 대표전화했을 때 상담원전화 연결 찾기 쉽게 해 주세요	9
고객 응대를 신속하게 하라	1
친절 상담 감사합니다	1
바로 디지털상담으로 넘어가게 하지 마세요 몇 번이나 다시 걸다가 음성으로 하는 거 발견함	9
5번 문항은 제가 불편함을 느낀 것이 없어서 체크할 게 없는데 체크를 해야 된다고 하니 첫 번째 걸루 했습니다[SEP]수고하세요	1
친절한 느낌 전혀 없슴	1
친절하고 감사합니다	1
너무 친절합니다[SEP]감사합니다	1
디지털 ars 가 생각보다 너무 불편합니다	9
친절합니다[SEP]감사합니다	1
너무 친절했습니다	1
전화 연결이 빠르게 해주셔쒄합니다	2
관리비해 택이 없어 해지함	8
상담 사분이 친절하세요	1
통화 요청 시 대기 시간이 짧을수록 좋은 적 같아요[SEP]삼성카드는 타 카드사보다 전반적으로 빠르니 좋아요	2
수고 많으셨습니다[SEP]감사합니다	16
첫 회 면부터 보는 ARS 화면이 당황스럽다	9
저를 무시하는 말투를 하시던데 제가 전화하면 안될 곳에 전화란 건가요[SEP]삼성카드 해지합니다	1
친절 도가 40점 정도이니 개선할 점이 많다	1
오늘상담 직원은 고객이 궁금한 사항을 바로 이해하지 못하고 같은 말을 반복하게 말하 친절하는것처럼보이나 동문서답인 것 가타	1
항상 응대하시는 게 힘드실 텐데도 친절하게 해 주셔서 감사해요	1
전화 좀 받아 줘요	2
매사 친절한 답변 감사합니다	1
친절하게 웅 답해 주셔 감사합니다	1
너무 친절하고 정확하게 처리해 주셨어요	1
대체로 말이 빠름 이해를 위해 어려운 상황에 처할 때가 많아요	1
친절해서 좋읍니다	1
상담원 연결까지의 시간이 너무 오래 걸려서	2
단답형 대답 귀찮거나 화난 사람 같음 추가 문의 주저하게 됨	1
친절 안내 감사합니다	1
지금에 만족합니다	16
무이자 개월수 늘려 주세요	3
OOO 상담 사분이 너무 친절하셨고 만족스러운 상담이였습니다	1
상담원이 친절해서 좋았습니다	1
친절하고 정확하게 상담을 해 줘서 만족합니다	1
이벤트가 매월 정기적으로 진행되는 요일이 매월 시작하면서 부터면 좋겠습니다	3
상담 사로 바로 연결 빠르게 진행 운해요	2
주소변경 배달사고 처리기간 2주 이후 너무 길어	5
잘하고 있어요	16
다른 카드보다 한도가 높아서 좋아요	7
대기 시간이 길다	2
치과 보험 연락 좀 적당히 해 주셨으면 합니다[SEP]하루에 많이 오면 세 통이상 오고 반감 삽니다[SEP]점점	13
천천히 정확하게 말했음에 고 불구 못 알아들음과 처리 상황과 결과에 대해 전달 안함 상담원 본인이 몰라서 상관에게 물으러 가서 기다림 다수	1
삼성카드 앱 넘 복잡해요[SEP]간단히 해 주세요	9
너무 친절 하십니다	1
상담원과의 연결까지의 과정이 너무 복잡함	9
없습니다[SEP]만족합니다	16
친절해서 고맙습니다	1
아주 만족합니다	16
디지털 ars에서도 상담원 연결이 바로 되었음 좋겠습니다	9
ARS 화면 보고 하는 서비스는 연결도 잘 안되고 너무 별로 임 개선 필요	9
너무 친절하셨어요	1
전화 연결 너무 안 되요	2
응대 직원에 친절함	1
